audience,should_contact,policy_margin,contact_cost,row_id,rank,uplift_decile,exp_incremental_revenue,y_actual,treated,ipw_contrib,recency,history_segment,history,mens,womens,zip_code,newbie,channel,uplift_hat_x,exp_profit_per_contact_x,uplift_hat_y,exp_profit_per_contact_y,spend,treatment
positive_only,1,0.3,0.05,9383,34,10,57.89853333333336,0.0,1,0.0,1,3) $200 - $350,313.21,0,1,Urban,0,Phone,57.89853333333336,17.319560000000006,57.89853333333336,17.319560000000006,0.0,Womens E-Mail
positive_only,1,0.3,0.05,1802,35,10,56.58916666666666,0.0,0,-0.0,6,1) $0 - $100,85.48,1,0,Surburban,1,Web,56.58916666666666,16.926749999999995,56.58916666666666,16.926749999999995,0.0,Mens E-Mail
positive_only,1,0.3,0.05,4758,36,10,56.1819666666667,0.0,1,0.0,2,2) $100 - $200,181.45,0,1,Surburban,1,Phone,56.1819666666667,16.804590000000008,56.1819666666667,16.804590000000008,0.0,Womens E-Mail
positive_only,1,0.3,0.05,6724,37,10,54.89,0.0,1,0.0,2,4) $350 - $500,385.24,0,1,Surburban,0,Web,54.89,16.416999999999998,54.89,16.416999999999998,0.0,No E-Mail
positive_only,1,0.3,0.05,10223,38,10,52.26399999999995,0.0,1,0.0,12,1) $0 - $100,79.45,0,1,Rural,0,Phone,52.26399999999995,15.629199999999985,52.26399999999995,15.629199999999985,0.0,No E-Mail
positive_only,1,0.3,0.05,10791,39,10,51.74649999999997,0.0,0,-0.0,8,1) $0 - $100,75.74,0,1,Surburban,1,Web,51.74649999999997,15.47394999999999,51.74649999999997,15.47394999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,7563,40,10,50.024566666666686,0.0,1,0.0,2,4) $350 - $500,436.66,0,1,Rural,0,Phone,50.024566666666686,14.957370000000004,50.024566666666686,14.957370000000004,0.0,Womens E-Mail
positive_only,1,0.3,0.05,7232,41,10,47.35000000000007,0.0,1,0.0,4,4) $350 - $500,384.35,0,1,Surburban,0,Phone,47.35000000000007,14.15500000000002,47.35000000000007,14.15500000000002,0.0,No E-Mail
positive_only,1,0.3,0.05,5759,42,10,46.81669907568426,0.0,1,0.0,10,2) $100 - $200,134.19,0,1,Surburban,0,Phone,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,No E-Mail
positive_only,1,0.3,0.05,5248,43,10,46.81669907568426,0.0,1,0.0,9,1) $0 - $100,74.95,0,1,Urban,0,Phone,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,Mens E-Mail
positive_only,1,0.3,0.05,8068,44,10,46.81669907568426,0.0,1,0.0,9,1) $0 - $100,32.8,0,1,Surburban,1,Phone,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3764,45,10,46.81669907568426,0.0,1,0.0,2,4) $350 - $500,448.54,0,1,Urban,1,Web,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,Mens E-Mail
positive_only,1,0.3,0.05,12180,46,10,46.81669907568426,0.0,0,-0.0,6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,Mens E-Mail
positive_only,1,0.3,0.05,15170,47,10,46.81669907568426,0.0,1,0.0,9,1) $0 - $100,34.77,0,1,Surburban,0,Web,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,No E-Mail
positive_only,1,0.3,0.05,14868,48,10,46.81669907568426,0.0,1,0.0,5,"7) $1,000 +",1245.74,1,0,Rural,1,Phone,46.81669907568426,13.995009722705278,46.81669907568426,13.995009722705278,0.0,No E-Mail
positive_only,1,0.3,0.05,13299,49,10,46.61836666666668,0.0,0,-0.0,9,2) $100 - $200,138.87,0,1,Surburban,1,Phone,46.61836666666668,13.935510000000004,46.61836666666668,13.935510000000003,0.0,Womens E-Mail
positive_only,1,0.3,0.05,12493,50,10,46.415699999999966,0.0,1,0.0,9,2) $100 - $200,151.82,1,0,Urban,1,Phone,46.415699999999966,13.874709999999988,46.415699999999966,13.874709999999988,0.0,No E-Mail
positive_only,1,0.3,0.05,2248,51,10,46.18223333333342,0.0,0,-0.0,5,2) $100 - $200,197.85,0,1,Rural,0,Web,46.18223333333342,13.804670000000025,46.18223333333342,13.804670000000025,0.0,Womens E-Mail
positive_only,1,0.3,0.05,13808,52,10,46.068399999999976,0.0,0,-0.0,8,2) $100 - $200,138.78,1,0,Rural,1,Web,46.068399999999976,13.770519999999992,46.068399999999976,13.770519999999992,0.0,Mens E-Mail
positive_only,1,0.3,0.05,5173,53,10,45.750466666666654,0.0,0,-0.0,10,2) $100 - $200,110.11,1,0,Urban,1,Phone,45.750466666666654,13.675139999999995,45.750466666666654,13.675139999999995,0.0,Womens E-Mail
positive_only,1,0.3,0.05,722,54,10,45.70686666666669,0.0,1,0.0,3,2) $100 - $200,163.76,1,0,Surburban,1,Phone,45.70686666666669,13.662060000000006,45.70686666666669,13.662060000000006,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3694,55,10,45.55946666666658,0.0,1,0.0,11,"6) $750 - $1,000",838.13,1,0,Rural,1,Phone,45.55946666666658,13.617839999999973,45.55946666666658,13.617839999999973,0.0,Mens E-Mail
positive_only,1,0.3,0.05,5223,56,10,45.36309999999997,0.0,0,-0.0,9,1) $0 - $100,82.97,1,0,Urban,1,Web,45.36309999999997,13.55892999999999,45.36309999999997,13.55892999999999,0.0,Mens E-Mail
positive_only,1,0.3,0.05,3607,57,10,44.91,0.0,0,-0.0,2,3) $200 - $350,221.41,1,0,Surburban,1,Multichannel,44.91,13.422999999999998,44.91,13.422999999999998,0.0,No E-Mail
positive_only,1,0.3,0.05,10363,58,10,44.49993333333337,0.0,1,0.0,10,2) $100 - $200,101.05,0,1,Surburban,0,Web,44.49993333333337,13.299980000000009,44.49993333333337,13.299980000000009,0.0,Mens E-Mail
positive_only,1,0.3,0.05,1682,59,10,44.38276666666671,0.0,0,-0.0,3,3) $200 - $350,252.92,0,1,Urban,0,Phone,44.38276666666671,13.264830000000012,44.38276666666671,13.264830000000012,0.0,Mens E-Mail
positive_only,1,0.3,0.05,12601,60,10,44.17840000000005,0.0,1,0.0,11,2) $100 - $200,156.6,1,0,Urban,0,Phone,44.17840000000005,13.203520000000015,44.17840000000005,13.203520000000015,0.0,Womens E-Mail
positive_only,1,0.3,0.05,425,61,10,43.79713333333329,0.0,0,-0.0,9,1) $0 - $100,34.75,1,0,Urban,1,Web,43.79713333333329,13.089139999999986,43.79713333333329,13.089139999999986,0.0,No E-Mail
positive_only,1,0.3,0.05,13651,62,10,43.69946666666663,0.0,1,0.0,11,1) $0 - $100,29.99,0,1,Urban,1,Web,43.69946666666663,13.059839999999989,43.69946666666663,13.059839999999989,0.0,No E-Mail
positive_only,1,0.3,0.05,4987,63,10,43.58186666666669,0.0,0,-0.0,3,1) $0 - $100,34.64,0,1,Urban,1,Phone,43.58186666666669,13.024560000000006,43.58186666666669,13.024560000000006,0.0,Womens E-Mail
positive_only,1,0.3,0.05,7480,64,10,43.13250000000005,0.0,0,-0.0,1,3) $200 - $350,270.79,1,0,Surburban,1,Phone,43.13250000000005,12.889750000000014,43.13250000000005,12.889750000000014,0.0,Mens E-Mail
positive_only,1,0.3,0.05,13962,65,10,42.90823333333341,0.0,1,0.0,9,3) $200 - $350,242.62,1,0,Urban,0,Phone,42.90823333333341,12.822470000000022,42.90823333333341,12.822470000000022,0.0,No E-Mail
positive_only,1,0.3,0.05,13143,66,10,42.702083333333405,0.0,1,0.0,3,5) $500 - $750,550.83,1,0,Urban,1,Phone,42.702083333333405,12.76062500000002,42.702083333333405,12.76062500000002,0.0,Womens E-Mail
positive_only,1,0.3,0.05,12568,67,10,42.41413333333328,0.0,1,0.0,9,1) $0 - $100,29.99,0,1,Surburban,0,Web,42.41413333333328,12.674239999999983,42.41413333333328,12.674239999999983,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3249,68,10,42.176000000000016,0.0,0,-0.0,3,5) $500 - $750,600.3,1,0,Urban,1,Multichannel,42.176000000000016,12.602800000000004,42.176000000000016,12.602800000000004,0.0,Womens E-Mail
positive_only,1,0.3,0.05,7451,69,10,41.88236015873016,0.0,1,0.0,12,2) $100 - $200,121.08,1,0,Urban,1,Web,41.88236015873016,12.514708047619049,41.88236015873016,12.514708047619047,0.0,Womens E-Mail
positive_only,1,0.3,0.05,4218,70,10,41.583333333333336,0.0,1,0.0,4,2) $100 - $200,104.13,1,0,Surburban,0,Phone,41.583333333333336,12.425,41.583333333333336,12.424999999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,10754,71,10,41.583333333333336,0.0,0,-0.0,7,2) $100 - $200,183.88,1,0,Surburban,1,Web,41.583333333333336,12.425,41.583333333333336,12.424999999999999,0.0,Mens E-Mail
positive_only,1,0.3,0.05,210,72,10,41.450300000000006,0.0,1,0.0,6,5) $500 - $750,604.39,1,1,Urban,1,Phone,41.450300000000006,12.38509,41.450300000000006,12.38509,0.0,No E-Mail
positive_only,1,0.3,0.05,4427,73,10,40.38659999999999,0.0,1,0.0,8,1) $0 - $100,29.99,1,0,Urban,0,Web,40.38659999999999,12.065979999999994,40.38659999999999,12.065979999999994,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3005,74,10,40.27666666666665,0.0,1,0.0,8,2) $100 - $200,186.14,0,1,Surburban,1,Web,40.27666666666665,12.032999999999994,40.27666666666665,12.032999999999994,0.0,Womens E-Mail
positive_only,1,0.3,0.05,452,75,10,40.1075,0.0,0,-0.0,4,2) $100 - $200,184.47,1,0,Rural,0,Phone,40.1075,11.98225,40.1075,11.982249999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,7341,76,10,40.02349999999996,0.0,0,-0.0,2,1) $0 - $100,67.34,1,0,Urban,1,Phone,40.02349999999996,11.957049999999988,40.02349999999996,11.957049999999988,0.0,Womens E-Mail
positive_only,1,0.3,0.05,2413,77,10,39.84,0.0,1,0.0,11,2) $100 - $200,130.44,0,1,Surburban,0,Phone,39.84,11.902,39.84,11.902,0.0,No E-Mail
positive_only,1,0.3,0.05,10075,78,10,39.26393333333337,0.0,1,0.0,2,3) $200 - $350,340.99,0,1,Urban,0,Web,39.26393333333337,11.72918000000001,39.26393333333337,11.72918000000001,0.0,No E-Mail
positive_only,1,0.3,0.05,7141,79,10,38.404766666666674,0.0,1,0.0,11,1) $0 - $100,31.33,0,1,Rural,1,Phone,38.404766666666674,11.471430000000002,38.404766666666674,11.471430000000002,0.0,Mens E-Mail
positive_only,1,0.3,0.05,7300,80,10,38.31466666666668,0.0,0,-0.0,5,5) $500 - $750,503.02,1,0,Surburban,1,Multichannel,38.31466666666668,11.444400000000003,38.31466666666668,11.444400000000003,0.0,Womens E-Mail
positive_only,1,0.3,0.05,12080,81,10,38.25666666666667,0.0,1,0.0,3,1) $0 - $100,60.87,1,0,Surburban,0,Web,38.25666666666667,11.427,38.25666666666667,11.427,0.0,No E-Mail
positive_only,1,0.3,0.05,13443,82,10,37.916999999999966,0.0,1,0.0,7,1) $0 - $100,29.99,0,1,Urban,1,Web,37.916999999999966,11.325099999999988,37.916999999999966,11.325099999999988,0.0,No E-Mail
positive_only,1,0.3,0.05,7799,83,10,37.477700000000006,0.0,0,-0.0,8,3) $200 - $350,344.75,0,1,Urban,0,Web,37.477700000000006,11.19331,37.477700000000006,11.19331,0.0,No E-Mail
positive_only,1,0.3,0.05,8043,84,10,37.42480000000004,0.0,1,0.0,2,4) $350 - $500,471.91,0,1,Surburban,0,Multichannel,37.42480000000004,11.177440000000011,37.42480000000004,11.177440000000011,0.0,No E-Mail
positive_only,1,0.3,0.05,3907,85,10,37.25806666666666,0.0,0,-0.0,9,1) $0 - $100,72.79,1,0,Surburban,0,Phone,37.25806666666666,11.127419999999995,37.25806666666666,11.127419999999995,0.0,No E-Mail
positive_only,1,0.3,0.05,15508,86,10,35.583633333333324,0.0,0,-0.0,7,1) $0 - $100,29.99,0,1,Rural,0,Web,35.583633333333324,10.625089999999997,35.583633333333324,10.625089999999997,0.0,No E-Mail
positive_only,1,0.3,0.05,5985,87,10,35.40266666666666,0.0,1,0.0,3,2) $100 - $200,152.64,1,0,Urban,1,Phone,35.40266666666666,10.570799999999997,35.40266666666666,10.570799999999997,0.0,No E-Mail
positive_only,1,0.3,0.05,13869,88,10,35.17093333333333,0.0,1,0.0,9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,35.17093333333333,10.501279999999998,35.17093333333333,10.501279999999998,0.0,No E-Mail
positive_only,1,0.3,0.05,4189,89,10,35.146666666666675,0.0,1,0.0,10,3) $200 - $350,203.93,0,1,Urban,0,Phone,35.146666666666675,10.494000000000002,35.146666666666675,10.494000000000002,0.0,Womens E-Mail
positive_only,1,0.3,0.05,11519,90,10,35.029066666666665,0.0,0,-0.0,2,1) $0 - $100,96.32,1,0,Rural,1,Web,35.029066666666665,10.458719999999998,35.029066666666665,10.458719999999998,0.0,Womens E-Mail
positive_only,1,0.3,0.05,8798,91,10,34.30596666666667,0.0,1,0.0,3,3) $200 - $350,283.55,0,1,Surburban,1,Web,34.30596666666667,10.24179,34.30596666666667,10.24179,0.0,Womens E-Mail
positive_only,1,0.3,0.05,13932,92,10,34.00696666666667,0.0,1,0.0,3,2) $100 - $200,100.98,1,0,Surburban,0,Web,34.00696666666667,10.15209,34.00696666666667,10.15209,0.0,Womens E-Mail
positive_only,1,0.3,0.05,6619,93,10,33.30394761904762,0.0,0,-0.0,5,2) $100 - $200,182.1,0,1,Rural,0,Web,33.30394761904762,9.941184285714284,33.30394761904762,9.941184285714284,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3641,94,10,33.3032,0.0,0,-0.0,9,4) $350 - $500,473.32,0,1,Surburban,1,Phone,33.3032,9.94096,33.3032,9.940959999999999,0.0,No E-Mail
positive_only,1,0.3,0.05,9344,95,10,32.96333333333333,0.0,0,-0.0,5,2) $100 - $200,107.91,0,1,Urban,1,Phone,32.96333333333333,9.839,32.96333333333333,9.838999999999999,0.0,Mens E-Mail
positive_only,1,0.3,0.05,337,96,10,32.950966666666666,0.0,1,0.0,11,1) $0 - $100,91.23,1,0,Urban,0,Web,32.950966666666666,9.83529,32.950966666666666,9.835289999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,15211,97,10,32.90600000000001,0.0,1,0.0,12,1) $0 - $100,40.74,0,1,Rural,1,Web,32.90600000000001,9.821800000000003,32.90600000000001,9.821800000000003,0.0,Womens E-Mail
positive_only,1,0.3,0.05,2273,98,10,32.71046666666664,0.0,0,-0.0,6,2) $100 - $200,102.53,1,0,Surburban,0,Web,32.71046666666664,9.763139999999993,32.71046666666664,9.763139999999991,0.0,Womens E-Mail
positive_only,1,0.3,0.05,514,99,10,32.67843333333334,0.0,1,0.0,10,2) $100 - $200,131.95,0,1,Surburban,0,Phone,32.67843333333334,9.75353,32.67843333333334,9.75353,0.0,No E-Mail
positive_only,1,0.3,0.05,6429,100,10,32.481966666666665,0.0,1,0.0,2,3) $200 - $350,333.13,1,0,Surburban,1,Phone,32.481966666666665,9.694589999999998,32.481966666666665,9.694589999999998,0.0,No E-Mail
positive_only,1,0.3,0.05,10840,101,10,32.37506666666667,0.0,1,0.0,11,1) $0 - $100,45.36,0,1,Urban,0,Web,32.37506666666667,9.66252,32.37506666666667,9.662519999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,13844,102,10,32.10689995670999,0.0,1,0.0,1,5) $500 - $750,559.84,0,1,Urban,1,Multichannel,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,Womens E-Mail
positive_only,1,0.3,0.05,1755,103,10,32.10689995670999,0.0,1,0.0,2,1) $0 - $100,83.75,1,0,Urban,1,Phone,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,Womens E-Mail
positive_only,1,0.3,0.05,354,104,10,32.10689995670999,0.0,0,-0.0,6,1) $0 - $100,98.8,0,1,Rural,1,Phone,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,Mens E-Mail
positive_only,1,0.3,0.05,3097,105,10,32.10689995670999,0.0,0,-0.0,6,2) $100 - $200,127.94,1,0,Surburban,1,Web,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,No E-Mail
positive_only,1,0.3,0.05,7026,106,10,32.10689995670999,0.0,0,-0.0,9,2) $100 - $200,144.58,0,1,Rural,0,Web,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,Womens E-Mail
positive_only,1,0.3,0.05,3975,107,10,32.10689995670999,0.0,1,0.0,3,3) $200 - $350,307.35,0,1,Surburban,1,Phone,32.10689995670999,9.582069987012996,32.10689995670999,9.582069987012995,0.0,Womens E-Mail
positive_only,1,0.3,0.05,9411,108,10,31.9232,0.0,1,0.0,1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,31.9232,9.52696,31.9232,9.526959999999999,0.0,Mens E-Mail
positive_only,1,0.3,0.05,2497,109,10,31.82876666666667,0.0,0,-0.0,1,2) $100 - $200,135.62,0,1,Surburban,1,Web,31.82876666666667,9.49863,31.82876666666667,9.49863,0.0,No E-Mail
positive_only,1,0.3,0.05,5801,110,10,31.35839999999998,0.0,1,0.0,3,3) $200 - $350,267.44,0,1,Urban,1,Web,31.35839999999998,9.357519999999992,31.35839999999998,9.357519999999992,0.0,Womens E-Mail
positive_only,1,0.3,0.05,13244,111,10,31.291866666666703,0.0,0,-0.0,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,31.291866666666703,9.33756000000001,31.291866666666703,9.33756000000001,0.0,No E-Mail
positive_only,1,0.3,0.05,7622,112,10,31.146566666666665,0.0,1,0.0,3,3) $200 - $350,247.42,1,0,Rural,1,Phone,31.146566666666665,9.293969999999998,31.146566666666665,9.293969999999998,0.0,No E-Mail
positive_only,1,0.3,0.05,6484,113,10,30.726733091789303,0.0,1,0.0,3,2) $100 - $200,124.45,1,0,Rural,0,Web,30.726733091789303,9.16801992753679,30.726733091789303,9.16801992753679,0.0,Womens E-Mail
positive_only,1,0.3,0.05,80,114,10,30.726733091789303,0.0,1,0.0,7,3) $200 - $350,272.32,1,0,Surburban,1,Web,30.726733091789303,9.16801992753679,30.726733091789303,9.16801992753679,0.0,Mens E-Mail
positive_only,1,0.3,0.05,7132,115,10,30.726733091789303,0.0,1,0.0,2,1) $0 - $100,29.99,0,1,Urban,1,Phone,30.726733091789303,9.16801992753679,30.726733091789303,9.16801992753679,0.0,No E-Mail
positive_only,1,0.3,0.05,12590,116,10,30.726733091789303,0.0,1,0.0,9,2) $100 - $200,180.22,0,1,Surburban,0,Web,30.726733091789303,9.16801992753679,30.726733091789303,9.16801992753679,0.0,Mens E-Mail
positive_only,1,0.3,0.05,12729,117,10,30.480133333333367,0.0,1,0.0,10,1) $0 - $100,29.99,0,1,Surburban,0,Web,30.480133333333367,9.094040000000009,30.480133333333367,9.094040000000009,0.0,Womens E-Mail
positive_only,1,0.3,0.05,10123,118,10,30.18493333333332,0.0,0,-0.0,9,1) $0 - $100,55.39,1,0,Surburban,1,Web,30.18493333333332,9.005479999999995,30.18493333333332,9.005479999999995,0.0,Mens E-Mail
positive_only,1,0.3,0.05,10622,119,10,30.1581333333334,0.0,0,-0.0,9,2) $100 - $200,109.98,1,0,Surburban,0,Web,30.1581333333334,8.997440000000019,30.1581333333334,8.997440000000019,0.0,Womens E-Mail
positive_only,1,0.3,0.05,13564,120,10,30.02766666666664,0.0,1,0.0,9,2) $100 - $200,170.85,0,1,Surburban,1,Phone,30.02766666666664,8.95829999999999,30.02766666666664,8.95829999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,9808,121,10,29.94,0.0,1,0.0,1,5) $500 - $750,678.56,1,1,Urban,1,Web,29.94,8.931999999999999,29.94,8.931999999999999,0.0,Womens E-Mail
positive_only,1,0.3,0.05,9102,122,10,29.93173333333333,0.0,1,0.0,9,4) $350 - $500,472.15,1,1,Urban,0,Phone,29.93173333333333,8.929519999999998,29.93173333333333,8.929519999999998,0.0,Mens E-Mail
