n,cum_gain,cum_gain_per_customer
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,162.37344242840635,0.6013831201052087
271,162.37344242840635,0.5991639942007614
272,162.37344242840635,0.5969611853985528
273,162.37344242840635,0.5947745143897668
274,162.37344242840635,0.5926038044832348
275,162.37344242840635,0.5904488815578413
276,162.37344242840635,0.5883095740159651
277,162.37344242840635,0.5861857127379291
278,162.37344242840635,0.5840771310374329
279,162.37344242840635,0.5819836646179439
280,162.37344242840635,0.5799051515300226
281,162.37344242840635,0.57784143212956
282,162.37344242840635,0.5757923490369019
283,162.37344242840635,0.5737577470968422
284,162.37344242840635,0.571737473339459
285,162.37344242840635,0.5697313769417767
286,162.37344242840635,0.567739309190232
287,162.37344242840635,0.5657611234439246
288,162.37344242840635,0.5637966750986332
289,162.37344242840635,0.561845821551579
290,162.37344242840635,0.5599084221669185
291,162.37344242840635,0.5579843382419463
292,162.37344242840635,0.5560734329739944
293,162.37344242840635,0.554175571428008
294,162.37344242840635,0.5522906205047835
295,162.37344242840635,0.550418448909852
296,162.37344242840635,0.5485589271229945
297,162.37344242840635,0.5467119273683716
298,162.37344242840635,0.5448773235852562
299,162.37344242840635,0.5430549913993523
300,162.37344242840635,0.5412448080946878
301,162.37344242840635,0.5394466525860676
302,162.37344242840635,0.537660405392074
303,162.37344242840635,0.5358859486086018
304,162.37344242840635,0.5341231658829156
305,162.37344242840635,0.5323719423882175
306,162.37344242840635,0.5306321647987136
307,162.37344242840635,0.5289037212651673
308,162.37344242840635,0.5271865013909297
309,162.37344242840635,0.5254803962084348
310,162.37344242840635,0.5237852981561495
311,162.37344242840635,0.522101101055969
312,162.37344242840635,0.520427700091046
313,162.37344242840635,0.5187649917840459
314,162.37344242840635,0.5171128739758164
315,162.37344242840635,0.5154712458044646
316,162.37344242840635,0.5138400076848302
317,162.37344242840635,0.5122190612883482
318,162.37344242840635,0.5106083095232904
319,162.37344242840635,0.5090076565153804
320,162.37344242840635,0.5074170075887698
321,162.37344242840635,0.5058362692473718
322,162.37344242840635,0.5042653491565414
323,162.37344242840635,0.502704156125097
324,162.37344242840635,0.5011526000876739
325,162.37344242840635,0.49961059208740416
326,162.37344242840635,0.49807804425891516
327,162.37344242840635,0.4965548698116402
328,162.37344242840635,0.49504098301343397
329,162.37344242840635,0.4935362991744874
330,162.37344242840635,0.4920407346315344
331,162.37344242840635,0.49055420673234545
332,162.37344242840635,0.48907663382050104
333,162.37344242840635,0.4876079352204395
334,162.37344242840635,0.4861480312227735
335,162.37344242840635,0.4846968430698697
336,162.37344242840635,0.48325429294168554
337,162.37344242840635,0.4818203039418586
338,162.37344242840635,0.48039480008404245
339,162.37344242840635,0.4789777062784848
340,162.37344242840635,0.4775689483188422
341,162.37344242840635,0.4761684528692268
342,162.37344242840635,0.47477614745148056
343,162.37344242840635,0.47339196043267157
344,162.37344242840635,0.47201582101280914
345,162.37344242840635,0.470647659212772
346,162.37344242840635,0.4692874058624461
347,162.37344242840635,0.4679349925890673
348,162.37344242840635,0.46659035180576536
349,162.37344242840635,0.46525341670030473
350,162.37344242840635,0.46392412122401816
351,162.37344242840635,0.4626024000809298
352,162.37344242840635,0.4612881887170635
353,162.37344242840635,0.459981423309933
354,162.37344242840635,0.45868204075821
355,162.37344242840635,0.45738997867156717
356,162.37344242840635,0.456105175360692
357,162.37344242840635,0.45482756982746875
358,162.37344242840635,0.453557101755325
359,162.37344242840635,0.4522937114997391
360,162.37344242840635,0.4510373400789065
361,162.37344242840635,0.4497879291645605
362,162.37344242840635,0.4485454210729457
363,162.37344242840635,0.44730975875594037
364,162.37344242840635,0.44608088579232513
365,162.37344242840635,0.4448587463791955
366,162.37344242840635,0.4436432853235146
367,162.37344242840635,0.4424344480338048
368,162.37344242840635,0.44123218051197377
369,162.37344242840635,0.44003642934527465
370,162.37344242840635,0.43884714169839556
371,162.37344242840635,0.4376642653056775
372,162.37344242840635,0.43648774846345795
373,162.37344242840635,0.43531754002253714
374,162.37344242840635,0.43415358938076565
375,162.37344242840635,0.4329958464757503
376,162.37344242840635,0.4318442617776765
377,162.37344242840635,0.43069878628224495
378,162.37344242840635,0.4295593715037205
379,162.37344242840635,0.42842596946809064
380,162.37344242840635,0.4272985327063325
381,162.37344242840635,0.4261770142477857
382,162.37344242840635,0.42506136761362917
383,162.37344242840635,0.42395154681046043
384,162.37344242840635,0.4228475063239749
385,162.37344242840635,0.4217492011127438
386,162.37344242840635,0.420656586602089
387,162.37344242840635,0.4195696186780526
388,162.37344242840635,0.41848825368145964
389,162.37344242840635,0.41741244840207287
390,162.37344242840635,0.4163421600728368
391,162.37344242840635,0.4152773463642106
392,162.37344242840635,0.4142179653785876
393,162.37344242840635,0.4131639756447999
394,162.37344242840635,0.41211533611270645
395,162.37344242840635,0.41107200614786416
396,162.37344242840635,0.41003394552627864
397,162.37344242840635,0.40900111442923515
398,162.37344242840635,0.4079734734382069
399,162.37344242840635,0.4069509835298405
400,162.37344242840635,0.40593360607101586
401,162.37344242840635,0.4049213028139809
402,162.37344242840635,0.4039140358915581
403,162.37344242840635,0.4029117678124227
404,162.37344242840635,0.4019144614564514
405,162.37344242840635,0.40092208007013913
406,162.37344242840635,0.3999345872620846
407,162.37344242840635,0.3989519469985414
408,162.37344242840635,0.39797412359903517
409,162.37344242840635,0.39700108173204485
410,162.37344242840635,0.3960327864107472
411,162.37344242840635,0.39506920298882325
412,162.37344242840635,0.3941102971563261
413,162.37344242840635,0.3931560349356086
414,162.37344242840635,0.39220638267731
415,162.37344242840635,0.39126130705640083
416,162.37344242840635,0.3903207750682845
417,162.37344242840635,0.38938475402495526
418,162.37344242840635,0.3884532115512114
419,162.37344242840635,0.3875261155809221
420,162.37344242840635,0.38660343435334843
421,162.37344242840635,0.3856851364095163
422,162.37344242840635,0.3847711905886406
423,162.37344242840635,0.3838615660246013
424,162.37344242840635,0.3829562321424678
425,162.37344242840635,0.3820551586550738
426,162.37344242840635,0.3811583155596393
427,162.37344242840635,0.3802656731344411
428,162.37344242840635,0.3793772019355289
429,162.37344242840635,0.378492872793488
430,162.37344242840635,0.3776126568102473
431,162.37344242840635,0.3767365253559312
432,162.37344242840635,0.3758644500657554
433,162.37344242840635,0.37499640283696617
434,162.37344242840635,0.3741323558258211
435,162.37344242840635,0.3732722814446123
436,162.37344242840635,0.37241615235873016
437,162.37344242840635,0.37156394148376737
438,162.37344242840635,0.3707156219826629
439,162.37344242840635,0.3698711672628846
440,162.37344242840635,0.3690305509736508
441,162.37344242840635,0.368193747003189
442,162.37344242840635,0.3673607294760325
443,162.37344242840635,0.3665314727503529
444,162.37344242840635,0.36570595141532963
445,162.37344242840635,0.3648841402885536
446,162.37344242840635,0.36406601441346714
447,162.37344242840635,0.3632515490568375
448,162.37344242840635,0.3624407197062642
449,162.37344242840635,0.36163350206772016
450,162.37344242840635,0.3608298720631252
451,162.37344242840635,0.360029805827952
452,162.37344242840635,0.3592332797088636
453,162.37344242840635,0.35844027026138264
454,162.37344242840635,0.3576507542475911
455,162.37344242840635,0.3568647086338601
456,162.37344242840635,0.3560821105886104
457,162.37344242840635,0.35530293748010144
458,162.37344242840635,0.3545271668742497
459,162.37344242840635,0.3537547765324757
460,162.37344242840635,0.352985744409579
461,162.37344242840635,0.3522200486516407
462,162.37344242840635,0.35145766759395314
463,162.37344242840635,0.350698579758977
464,162.37344242840635,0.34994276385432405
465,162.37344242840635,0.34919019877076635
466,162.37344242840635,0.34844086358027115
467,162.37344242840635,0.3476947375340607
468,162.37344242840635,0.3469518000606973
469,162.37344242840635,0.34621203076419266
470,162.37344242840635,0.34547540942214117
471,162.37344242840635,0.3447419159838776
472,162.37344242840635,0.3440115305686575
473,162.37344242840635,0.3432842334638612
474,162.37344242840635,0.34256000512322016
475,162.37344242840635,0.341838826165066
476,162.37344242840635,0.3411206773706016
477,162.37344242840635,0.3404055396821936
478,162.37344242840635,0.3396933942016869
479,162.37344242840635,0.33898422218873975
480,162.37344242840635,0.3382780050591799
481,162.37344242840635,0.3375747243833812
482,162.37344242840635,0.33687436188466047
483,162.37344242840635,0.3361768994376943
484,162.37344242840635,0.33548231906695525
485,162.37344242840635,0.3347906029451677
486,162.37344242840635,0.3341017333917826
487,162.37344242840635,0.33341569287147094
488,162.37344242840635,0.33273246399263595
489,162.37344242840635,0.3320520295059435
490,162.37344242840635,0.3313743723028701
491,162.37344242840635,0.33069947541426953
492,162.37344242840635,0.330027322008956
493,162.37344242840635,0.329357895392305
494,162.37344242840635,0.32869117900487116
495,162.37344242840635,0.3280271564210229
496,162.37344242840635,0.32736581134759346
497,162.37344242840635,0.326707127622548
498,162.37344242840635,0.3260510892136674
499,162.37344242840635,0.3253976802172472
500,162.37344242840635,0.3247468848568127
501,162.37344242840635,0.324098687481849
502,162.37344242840635,0.32345307256654654
503,162.37344242840635,0.32281002470856135
504,162.37344242840635,0.32216952862779036
505,162.37344242840635,0.32153156916516107
506,162.37344242840635,0.32089613128143546
507,162.37344242840635,0.3202632000560283
508,162.37344242840635,0.3196327606858393
509,162.37344242840635,0.3190047984840989
510,162.37344242840635,0.3183792988792281
511,162.37344242840635,0.31775624741371106
512,162.37344242840635,0.31713562974298115
513,162.37344242840635,0.3165174316343204
514,162.37344242840635,0.3159016389657711
515,162.37344242840635,0.31528823772506087
516,162.37344242840635,0.31467721400853943
517,162.37344242840635,0.31406855402012834
518,162.37344242840635,0.3134622440702825
519,162.37344242840635,0.31285827057496407
520,162.37344242840635,0.3122566200546276
521,162.37344242840635,0.31165727913321756
522,162.37344242840635,0.3110602345371769
523,162.37344242840635,0.3104654730944672
524,162.37344242840635,0.3098729817335999
525,162.37344242840635,0.30928274748267875
526,162.37344242840635,0.30869475746845315
527,162.37344242840635,0.30810899891538207
528,162.37344242840635,0.30752545914470897
529,162.37344242840635,0.306944125573547
530,162.37344242840635,0.30636498571397425
531,162.37344242840635,0.30578802717214004
532,162.37344242840635,0.30521323764738034
533,162.37344242840635,0.304640604931344
534,162.37344242840635,0.304070116907128
535,162.37344242840635,0.30350176154842307
536,162.37344242840635,0.30293552691866854
537,162.37344242840635,0.30237140117021666
538,162.37344242840635,0.3018093725435062
539,162.37344242840635,0.30124942936624555
540,162.37344242840635,0.30069156005260433
541,162.37344242840635,0.3001357531024147
542,162.37344242840635,0.2995819971003807
543,162.37344242840635,0.29903028071529714
544,162.37344242840635,0.2984805926992764
545,162.37344242840635,0.2979329218869841
546,162.37344242840635,0.2973872571948834
547,162.37344242840635,0.2968435876204869
548,162.37344242840635,0.2963019022416174
549,162.37344242840635,0.2957621902156764
550,162.37344242840635,0.2952244407789206
551,162.37344242840635,0.29468864324574656
552,162.37344242840635,0.29415478700798253
553,162.37344242840635,0.2936228615341887
554,162.37344242840635,0.29309285636896454
555,162.37344242840635,0.2925647611322637
556,162.37344242840635,0.29203856551871643
557,162.37344242840635,0.29151425929695934
558,162.37344242840635,0.29099183230897196
559,162.37344242840635,0.290471274469421
560,162.37344242840635,0.2899525757650113
561,501.09115892695417,0.8932106219731804
562,501.09115892695417,0.8916212792294558
563,501.09115892695417,0.8900375824635065
564,546.0466568814215,0.9681678313500381
565,546.0466568814215,0.9664542599671178
566,546.0466568814215,0.9647467436067518
567,546.0466568814215,0.963045250231784
568,546.0466568814215,0.9613497480306717
569,546.0466568814215,0.9596602054155036
570,546.0466568814215,0.9579765910200377
571,546.0466568814215,0.956298873697761
572,546.0466568814215,0.9546270225199678
573,546.0466568814215,0.9529610067738595
574,546.0466568814215,0.9513007959606647
575,546.0466568814215,0.9496463597937765
576,546.0466568814215,0.9479976681969124
577,546.0466568814215,0.9463546913022903
578,546.0466568814215,0.9447173994488262
579,546.0466568814215,0.9430857631803481
580,546.0466568814215,0.9414597532438302
581,546.0466568814215,0.9398393405876446
582,546.0466568814215,0.9382244963598309
583,546.0466568814215,0.9366151919063834
584,546.0466568814215,0.9350113987695574
585,546.0466568814215,0.9334130886861907
586,546.0466568814215,0.9318202335860436
587,546.0466568814215,0.930232805590156
588,546.0466568814215,0.9286507770092203
589,546.0466568814215,0.927074120341972
590,546.0466568814215,0.9255028082735959
591,546.0466568814215,0.9239368136741481
592,546.0466568814215,0.9223761095969959
593,546.0466568814215,0.9208206692772707
594,546.0466568814215,0.9192704661303392
595,546.0466568814215,0.9177254737502883
596,546.0466568814215,0.9161856659084254
597,546.0466568814215,0.9146510165517949
598,546.0466568814215,0.9131214998017083
599,546.0466568814215,0.9115970899522897
600,546.0466568814215,0.9100777614690359
601,546.0466568814215,0.9085634889873903
602,546.0466568814215,0.9070542473113314
603,546.0466568814215,0.905550011411976
604,546.0466568814215,0.9040507564261946
605,716.6347084725649,1.1845201792934956
606,716.6347084725649,1.1825655255322853
607,716.6347084725649,1.1806173121459058
608,716.6347084725649,1.178675507356192
609,716.6347084725649,1.1767400795937026
610,716.6347084725649,1.174810997496008
611,716.6347084725649,1.1728882299059982
612,716.6347084725649,1.170971745870204
613,716.6347084725649,1.1690615146371368
614,716.6347084725649,1.1671575056556431
615,716.6347084725649,1.1652596885732762
616,716.6347084725649,1.1633680332346832
617,716.6347084725649,1.1614825096800079
618,716.6347084725649,1.1596030881433088
619,716.6347084725649,1.1577297390509933
620,716.6347084725649,1.1558624330202658
621,716.6347084725649,1.1540011408575923
622,716.6347084725649,1.1521458335571781
623,716.6347084725649,1.1502964822994621
624,716.6347084725649,1.148453058449623
625,716.6347084725649,1.1466155335561037
626,716.6347084725649,1.1447838793491452
627,716.6347084725649,1.1429580677393378
628,716.6347084725649,1.141138070816186
629,716.6347084725649,1.139323860846685
630,716.6347084725649,1.1375154102739125
631,716.6347084725649,1.1357126917156337
632,716.6347084725649,1.1339156779629191
633,716.6347084725649,1.1321243419787754
634,716.6347084725649,1.13033865689679
635,716.6347084725649,1.1285585960197873
636,716.6347084725649,1.1267841328184982
637,716.6347084725649,1.1250152409302432
638,716.6347084725649,1.123251894157625
639,716.6347084725649,1.1214940664672377
640,716.6347084725649,1.1197417319883827
641,716.6347084725649,1.1179948650118017
642,716.6347084725649,1.1162534399884187
643,716.6347084725649,1.1145174315280946
644,716.6347084725649,1.1127868143983926
645,716.6347084725649,1.1110615635233563
646,716.6347084725649,1.1093416539822984
647,716.6347084725649,1.107627061008601
648,716.6347084725649,1.105917759988526
649,716.6347084725649,1.1042137264600382
650,716.6347084725649,1.1025149361116382
651,716.6347084725649,1.1008213647812055
652,716.6347084725649,1.099132988454854
653,716.6347084725649,1.0974497832657961
654,716.6347084725649,1.0957717254932184
655,716.6347084725649,1.0940987915611677
656,716.6347084725649,1.0924309580374465
657,716.6347084725649,1.0907682016325189
658,716.6347084725649,1.0891104991984268
659,716.6347084725649,1.087457827727716
660,716.6347084725649,1.085810164352371
661,716.6347084725649,1.0841674863427608
662,716.6347084725649,1.0825297711065935
663,716.6347084725649,1.0808969961878807
664,716.6347084725649,1.0792691392659108
665,716.6347084725649,1.0776461781542328
666,716.6347084725649,1.076028090799647
667,716.6347084725649,1.0744148552812067
668,716.6347084725649,1.072806449809229
669,716.6347084725649,1.0712028527243123
670,716.6347084725649,1.0696040424963655
671,716.6347084725649,1.0680099977236437
672,716.6347084725649,1.0664206971317929
673,716.6347084725649,1.0648361195729046
674,716.6347084725649,1.063256244024577
675,716.6347084725649,1.061681049588985
676,716.6347084725649,1.06011051549196
677,716.6347084725649,1.058544621082075
678,716.6347084725649,1.0569833458297417
679,716.6347084725649,1.0554266693263106
680,716.6347084725649,1.0538745712831836
681,716.6347084725649,1.0523270315309323
682,716.6347084725649,1.0507840300184235
683,716.6347084725649,1.0492455468119544
684,716.6347084725649,1.047711562094393
685,716.6347084725649,1.0461820561643282
686,716.6347084725649,1.0446570094352257
687,716.6347084725649,1.0431364024345922
688,716.6347084725649,1.0416202158031467
689,716.6347084725649,1.0401084302939982
690,716.6347084725649,1.038601026771833
691,716.6347084725649,1.0370979862121055
692,716.6347084725649,1.0355992897002382
693,716.6347084725649,1.0341049184308295
694,716.6347084725649,1.0326148537068658
695,716.6347084725649,1.0311290769389423
696,716.6347084725649,1.0296475696444898
697,716.6347084725649,1.0281703134470084
698,716.6347084725649,1.0266972900753077
699,716.6347084725649,1.0252284813627537
700,716.6347084725649,1.0237638692465212
701,716.6347084725649,1.0223034357668543
702,716.6347084725649,1.0208471630663316
703,716.6347084725649,1.0193950333891393
704,716.6347084725649,1.0179470290803478
705,716.6347084725649,1.0165031325851983
706,716.6347084725649,1.0150633264483921
707,716.6347084725649,1.0136275933133874
708,716.6347084725649,1.0121959159217018
709,716.6347084725649,1.0107682771122213
710,716.6347084725649,1.0093446598205138
711,763.1491833484275,1.0733462494352004
712,763.1491833484275,1.0718387406579037
713,763.1491833484275,1.0703354605167286
714,763.1491833484275,1.0688363912442962
715,763.1491833484275,1.067341515172626
716,763.1491833484275,1.0658508147324406
717,763.1491833484275,1.064364272452479
718,763.1491833484275,1.0628818709588128
719,763.1491833484275,1.061403592974169
720,763.1491833484275,1.0599294213172605
721,763.1491833484275,1.0584593389021186
722,763.1491833484275,1.0569933287374342
723,763.1491833484275,1.0555313739259025
724,763.1491833484275,1.054073457663574
725,763.1491833484275,1.0526195632392104
726,763.1491833484275,1.0511696740336467
727,763.1491833484275,1.0497237735191576
728,763.1491833484275,1.048281845258829
729,763.1491833484275,1.0468438729059362
730,763.1491833484275,1.0454098402033254
731,763.1491833484275,1.043979730982801
732,763.1491833484275,1.0425535291645185
733,763.1491833484275,1.0411312187563813
734,763.1491833484275,1.0397127838534435
735,763.1491833484275,1.0382982086373163
736,763.1491833484275,1.036887477375581
737,763.1491833484275,1.0354805744212043
738,763.1491833484275,1.0340774842119613
739,763.1491833484275,1.0326781912698613
740,763.1491833484275,1.0312826802005777
741,763.1491833484275,1.0298909356928847
742,763.1491833484275,1.0285029425180965
743,763.1491833484275,1.0271186855295122
744,763.1491833484275,1.025738149661865
745,763.1491833484275,1.0243613199307753
746,763.1491833484275,1.0229881814322084
747,763.1491833484275,1.0216187193419377
748,763.1491833484275,1.02025291891501
749,763.1491833484275,1.018890765485217
750,763.1491833484275,1.01753224446457
751,763.1491833484275,1.0161773413427797
752,763.1491833484275,1.0148260416867387
753,763.1491833484275,1.01347833114001
754,763.1491833484275,1.0121341954223178
755,763.1491833484275,1.010793620329043
756,763.1491833484275,1.0094565917307243
757,763.1491833484275,1.0081230955725595
758,763.1491833484275,1.006793117873915
759,763.1491833484275,1.005466644727836
760,763.1491833484275,1.0041436623005626
761,763.1491833484275,1.002824156831048
762,763.1491833484275,1.0015081146304823
763,763.1491833484275,1.0001955220818186
764,763.1491833484275,0.998886365639303
765,763.1491833484275,0.9975806318280098
766,763.1491833484275,0.996278307243378
767,763.1491833484275,0.994979378550753
768,763.1491833484275,0.9936838324849316
769,763.1491833484275,0.9923916558497107
770,763.1491833484275,0.9911028355174384
771,763.1491833484275,0.9898173584285701
772,763.1491833484275,0.9885352115912274
773,763.1491833484275,0.98725638208076
774,763.1491833484275,0.985980857039312
775,763.1491833484275,0.9847086236753904
776,763.1491833484275,0.9834396692634375
777,763.1491833484275,0.9821739811434074
778,763.1491833484275,0.9809115467203439
779,763.1491833484275,0.9796523534639634
780,763.1491833484275,0.9783963889082404
781,763.1491833484275,0.9771436406509956
782,763.1491833484275,0.9758940963534879
783,763.1491833484275,0.9746477437400096
784,763.1491833484275,0.9734045705974841
785,763.1491833484275,0.972164564775067
786,763.1491833484275,0.97092771418375
787,763.1491833484275,0.969694006795969
788,763.1491833484275,0.9684634306452126
789,763.1491833484275,0.9672359738256369
790,763.1491833484275,0.9660116244916804
791,763.1491833484275,0.9647903708576834
792,763.1491833484275,0.9635722011975095
793,763.1491833484275,0.962357103844171
794,763.1491833484275,0.9611450671894554
795,763.1491833484275,0.9599360796835567
796,763.1491833484275,0.958730129834708
797,763.1491833484275,0.9575272062088175
798,763.1491833484275,0.9563272974291072
799,763.1491833484275,0.9551303921757541
800,763.1491833484275,0.9539364791855344
801,763.1491833484275,0.9527455472514701
802,763.1491833484275,0.9515575852224782
803,763.1491833484275,0.9503725820030231
804,763.1491833484275,0.9491905265527706
805,763.1491833484275,0.9480114078862454
806,763.1491833484275,0.9468352150724907
807,763.1491833484275,0.9456619372347305
808,763.1491833484275,0.944491563550034
809,763.1491833484275,0.9433240832489833
810,763.1491833484275,0.9421594856153426
811,763.1491833484275,0.9409977599857307
812,763.1491833484275,0.939838895749295
813,763.1491833484275,0.9386828823473893
814,763.1491833484275,0.9375297092732525
815,763.1491833484275,0.9363793660716903
816,763.1491833484275,0.9352318423387592
817,763.1491833484275,0.9340871277214535
818,763.1491833484275,0.9329452119173931
819,763.1491833484275,0.9318060846745146
820,763.1491833484275,0.9306697357907653
821,763.1491833484275,0.9295361551137973
822,763.1491833484275,0.928405332540666
823,763.1491833484275,0.9272772580175304
824,763.1491833484275,0.9261519215393538
825,763.1491833484275,0.9250293131496091
826,763.1491833484275,0.9239094229399849
827,763.1491833484275,0.9227922410500937
828,763.1491833484275,0.921677757667183
829,763.1491833484275,0.9205659630258475
830,763.1491833484275,0.919456847407744
831,763.1491833484275,0.9183504011413087
832,763.1491833484275,0.9172466146014754
833,763.1491833484275,0.9161454782093968
834,763.1491833484275,0.9150469824321673
835,763.1491833484275,0.9139511177825479
836,763.1491833484275,0.9128578748186932
837,763.1491833484275,0.91176724414388
838,763.1491833484275,0.9106792164062381
839,763.1491833484275,0.9095937822984833
840,763.1491833484275,0.9085109325576518
841,763.1491833484275,0.9074306579648366
842,763.1491833484275,0.9063529493449258
843,763.1491833484275,0.9052777975663434
844,763.1491833484275,0.9042051935407909
845,763.1491833484275,0.9031351282229911
846,763.1491833484275,0.9020675926104345
847,763.1491833484275,0.9010025777431258
848,763.1491833484275,0.8999400747033344
849,763.1491833484275,0.8988800746153446
850,763.1491833484275,0.8978225686452088
851,763.1491833484275,0.8967675480005024
852,763.1491833484275,0.8957150039300793
853,763.1491833484275,0.8946649277238307
854,763.1491833484275,0.8936173107124444
855,763.1491833484275,0.8925721442671667
856,763.1491833484275,0.8915294197995649
857,763.1491833484275,0.8904891287612924
858,763.1491833484275,0.8894512626438549
859,763.1491833484275,0.888415812978379
860,763.1491833484275,0.8873827713353808
861,763.1491833484275,0.8863521293245383
862,763.1491833484275,0.8853238785944635
863,763.1491833484275,0.8842980108324768
864,763.1491833484275,0.8832745177643837
865,763.1491833484275,0.8822533911542515
866,763.1491833484275,0.8812346228041888
